target,BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
13,fratini,solid band collar polyester womens woven top - blue,"Size:Large,Medium,X-Large,XX-Large",-7126,499,50% off,Westernwear-Women
14,insense,solid regular neck polyester blend womens pullover - black,"Size:Large,Medium,Small,X-Large,X-Small",-7134,449,50% off,Westernwear-Women
15,zink london,printed round neck polyester womens dresses - blue,"Size:Large,Medium,Small",-7142,699,71% off,Westernwear-Women
16,only,printed cotton round neck womens t-shirt - olive,"Size:Large,Medium,Small,X-Large,X-Small",-7151,649,50% off,Westernwear-Women
17,life,solid cotton collar neck womens regular top - powder blue,"Size:Large,Medium,Small,X-Large,X-Small",-7159,649,50% off,Westernwear-Women
18,stop,solid regular fit viscose blend womens formal leggings - black,"Size:28,32,34,36",-7167,499,50% off,Westernwear-Women
19,global desi,womens regular fit geometric top - sage,"Size:XL,Large,Small,X-Small,XX-Large",-7176,509,70% off,Westernwear-Women
20,life,printed regular fit tencel womens jogge  - olive,"Size:26,28,30,32,34",-7184,749,50% off,Westernwear-Women
21,altlife,solid skinny fit cotton blend womens active wear tights - black,"Size:28,30,32,34,36",-7192,499,50% off,Westernwear-Women
22,Nan,Nan,Nan,-7200,Nan,Nan,Westernwear-Women
23,cover story,solid viscose round neck womens dress - green,"Size:Large,Medium,Small,X-Large,X-Small",-7209,2023,30% off,Westernwear-Women
24,fratini,solid cotton round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,XX-Large",-7217,399,50% off,Westernwear-Women
25,fratini,printed polyester round neck womens regular woven top - lilac,"Size:Large,Medium,Small,X-Large,XX-Large",-7225,649,50% off,Westernwear-Women
0,only,viscose womens regular top - green,"Size:34,36,38,40",-7233,1379,40% off,Westernwear-Women
1,vero moda,textured round neck polyester womens top - black,"Size:Large,Medium,Small,X-Large,X-Small",-7242,999,50% off,Westernwear-Women
2,life,solid collar neck denim womens casual wear jacket - pink,"Size:Large,Medium,Small,X-Large,X-Small",-7250,849,50% off,Westernwear-Women
3,zink london,abstract viscose round neck womens maxi dress - cream,"Size:Large,Medium,Small,X-Large,XX-Large",-7258,1799,40% off,Westernwear-Women
4,and,solid polyester square neck womens flared gown - red,"Size:6,8,10,12,14,16",-7266,3099,Nan,Westernwear-Women
5,infuse,solid cotton round neck womens regular fit t-shirt - grey melange,"Size:Large,Medium,Small,X-Small",-7275,199,50% off,Westernwear-Women
6,van heusen,solid cotton regular fit womens trouse  - black,"Size:28,30,32,34",-7283,999,41% off,Westernwear-Women
7,life,printed cotton collar neck womens shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",-7291,649,50% off,Westernwear-Women
8,zink london,floral polyester v neck womens dress - pink,"Size:Large,Medium,Small,X-Large,XX-Large",-7300,1979,40% off,Westernwear-Women
9,infuse,printed cotton round neck womens regular fit top - multi,"Size:Large,Medium,X-Large",-7308,279,60% off,Westernwear-Women
10,latin quarte ,solid shirt collar cotton womens regular fit dress - blue,"Size:S,X-Small",-7316,1249,50% off,Westernwear-Women
11,madame,graphic polyester round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large",-7324,599,40% off,Westernwear-Women
12,sera,solid round neck cotton womens bodycon dress - black,"Size:Medium,Small,X-Large",-7333,762,55% off,Westernwear-Women
13,life,printed cotton round neck womens active wear t-shirt - blush,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-7341,199,50% off,Westernwear-Women
14,zink london,printed round neck polyester womens a-line dress - navy,"Size:Medium,Small",-7349,1679,40% off,Westernwear-Women
15,kraus,flared full length cotton blend womens jeans - white,"Size:28,30,32,34,36",-7357,1705,10% off,Westernwear-Women
16,jealous 21,solid tencel collar neck womens casual shirt - red,"Size:Large,Medium,Small,X-Large",-7366,1899,Nan,Westernwear-Women
17,pepe,fit regular length denim womens jeans - mid blue,"Size:26,28,30,32,34",-7374,1439,40% off,Westernwear-Women
18,forever new,solid full sleeves polyester womens full length jumpsuit - red,"Size:6,8,10",-7382,7800,Nan,Westernwear-Women
19,stop,printed collared neck polyester womens formal shirt - peach,"Size:Large,Medium,Small,X-Large",-7391,499,50% off,Westernwear-Women
20,and,floral round neck polyester womens straight jumpsuits - multi,"Size:8,10,12,14,16",-7399,3499,Nan,Westernwear-Women
21,rare,solid polyester round neck womens a-line dress - navy,"Size:Large,Medium,Small,X-Large",-7407,854,55% off,Westernwear-Women
22,Nan,Nan,Nan,-7415,Nan,Nan,Westernwear-Women
23,fratini,regular fit regular length nr roma womens treggings - anthra melange,"Size:26,28,30,32,34,36",-7424,649,50% off,Westernwear-Women
24,zink london,striped square neck rayon womens shift dress - maroon,"Size:Large,Medium,X-Large",-7432,959,60% off,Westernwear-Women
25,latin quarte ,solid polyester womens regular dress - black,"Size:S,M,L,XL,X-Small",-7440,1399,50% off,Westernwear-Women
0,life,solid viscose round neck womens regular dress - olive,"Size:Large,Medium,Small,X-Large,X-Small",-7448,749,50% off,Westernwear-Women
1,rare,floral polyester off shoulder womens flared dress - yellow,"Size:Large,Medium,Small,X-Large",-7457,719,60% off,Westernwear-Women
2,cover story,solid poly spandex womens regular dress - grey,"Size:Large,Medium,X-Large",-7465,3294,40% off,Westernwear-Women
3,life,printed cotton blend collar neck womens bodycon dress - red,"Size:Large,Medium,Small,X-Large,X-Small",-7473,649,50% off,Westernwear-Women
4,only,all over print polyester v neck womens top - black,"Size:34,36,38,40,42",-7482,1749,30% off,Westernwear-Women
5,zink london,striped cotton round neck womens regular fit t-shirt - multi,"Size:Large,Medium,X-Small,XX-Large",-7490,399,69% off,Westernwear-Women
6,altlife,printed polyester blend regular neck womens t-shirt - purple,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-7498,299,50% off,Westernwear-Women
7,dolce crudo,womens collected fiction denim pant - blue,"Size:26,28,32",-7506,999,60% off,Westernwear-Women
8,and,solid polyester v neck womens regular gown - red,"Size:8,12,14,16,18",-7515,2319,20% off,Westernwear-Women
9,cover story,solid regular polyester womens casual wear trouse  - black,"Size:26,28,30,32,34",-7523,2590,Nan,Westernwear-Women
10,vero moda,printed sweetheart neck cotton womens  dresses - red,"Size:Large,Medium,Small,X-Large,X-Small",-7531,1979,40% off,Westernwear-Women
11,allen solly,solid cotton v neck womens shirt - dark green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-7539,1839,20% off,Westernwear-Women
12,and,floral polyester v neck womens regular dress - teal,"Size:8,10,12,16,18",-7548,1249,50% off,Westernwear-Women
13,kraus,solid collar neck lyocell womens midi dress - black,"Size:Large,Medium,Small",-7556,1326,30% off,Westernwear-Women
14,vero moda,printed viscose shirt collar womens top - cloud,"Size:Large,Medium,Small,X-Large,X-Small",-7564,1599,20% off,Westernwear-Women
15,latin quarte ,dyed round neck rayon womens regular blouse - white,"Size:S,L",-7573,499,64% off,Westernwear-Women
16,zink london,womens regular fit boat neck structured top - cream,Size:Large,-7581,499,44% off,Westernwear-Women
17,altlife,printed cotton round neck womens active wear t-shirt - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-7589,199,50% off,Westernwear-Women
18,fratini,printed collar neck viscose womens regular dress - blue,"Size:Large,Medium,Small,XX-Large",-7597,749,50% off,Westernwear-Women
19,and,floral round neck polyester womens midi dress - powder blue,"Size:8,10,12,14,16,18",-7606,3099,Nan,Westernwear-Women
20,infuse,stripe cotton round neck womens regular fit t-shirt - pink,Size:Small,-7614,199,60% off,Westernwear-Women
21,latin quarte ,printed v- neck polyester womens regular dress - yellow,Size:L,-7622,799,68% off,Westernwear-Women
22,Nan,Nan,Nan,-7630,Nan,Nan,Westernwear-Women
23,latin quarte ,printed viscose womens regular blouse - yellow,"Size:S,M,L,XL,XX-Large",-7639,749,50% off,Westernwear-Women
24,levis,slim fit regular length cotton womens jeans - black,"Size:28,30,32,34",-7647,3399,Nan,Westernwear-Women
25,stop,stripes viscose blend regular neck womens top - olive,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-7655,499,50% off,Westernwear-Women
0,kraus,wide fit ankle length cotton womens jeans - aqua,"Size:28,30,32,34,36",-7663,1525,10% off,Westernwear-Women
1,madame,solid cotton blend round neck womens tops - green,"Size:Large,Medium,Small,X-Large,XX-Large",-7672,959,40% off,Westernwear-Women
2,life,solid blended v neck womens top - pink,"Size:Large,Medium,Small,X-Large,X-Small",-7680,649,50% off,Westernwear-Women
3,infuse,graphic cotton round neck womens regular fit t-shirt - brick,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-7688,239,70% off,Westernwear-Women
4,madame,solid cotton blend round neck womens tops - black,"Size:Large,Medium,Small,X-Large,XX-Large",-7697,1329,30% off,Westernwear-Women
5,kraus,mom fit ankle length cotton womens jeans - white,"Size:28,30,32",-7705,1256,30% off,Westernwear-Women
6,fratini,solid viscose v-neck womens regular top - yellow,"Size:Large,Medium,Small,X-Large,XX-Large",-7713,999,Nan,Westernwear-Women
7,allen solly,solid regular fit polyester womens formal wear trouse  - black,"Size:26,28,30,32,34,36",-7721,1379,40% off,Westernwear-Women
8,vero moda,solid polyester round neck womens  shirts - pink,"Size:Large,Medium,Small,X-Large,X-Small",-7730,1999,20% off,Westernwear-Women
9,rare,solid polyester round neck womens flared dress - navy,"Size:Large,Medium,X-Large",-7738,699,50% off,Westernwear-Women
10,stop,printed regular neck cotton womens formal shirt - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-7746,899,Nan,Westernwear-Women
11,sera,womens printed fit & flare dress - blue,"Size:Medium,Small,X-Large",-7754,647,50% off,Westernwear-Women
12,jockey,womens solid shorts - black,"Size:Large,Medium,Small",-7763,259,Nan,Westernwear-Women
13,altlife,solid cotton full length womens jogge  - wine,"Size:28,30,32,34,36",-7771,499,50% off,Westernwear-Women
14,vero moda,solid shirt collar cotton womens casual shirt - purple,"Size:Large,Medium,Small,X-Large,X-Small",-7779,1839,20% off,Westernwear-Women
15,kraus,solid cotton round neck womens crop top - white,"Size:Large,Medium,Small,X-Small",-7788,909,30% off,Westernwear-Women
16,and,solid cotton round neck womens regular dress - black,"Size:6,8,10,12,14,16",-7796,1999,20% off,Westernwear-Women
17,only,sequins polyester womens dress - white,"Size:34,36,38,40,42",-7804,2249,50% off,Westernwear-Women
18,and,solid acrylic boat neck womens straight top - pink,"Size:8,10,12,14,16,18",-7812,1549,50% off,Westernwear-Women
19,zink london,stripes collar neck polyester womens a-line dress - maroon,"Size:Large,Medium,Small",-7821,1619,40% off,Westernwear-Women
20,infuse,printed rayon collar neck womens regular fit dress - navy,"Size:Large,Medium,Small,X-Large,XX-Large",-7829,519,60% off,Westernwear-Women
21,pepe,graphic cotton crew neck womens t-shirt - navy,"Size:Large,Medium,Small,X-Large",-7837,1019,40% off,Westernwear-Women
22,Nan,Nan,Nan,-7845,Nan,Nan,Westernwear-Women
23,cover story,solid blended v neck womens t-shirt - grey,"Size:Large,Medium,Small,X-Large,X-Small",-7854,1490,Nan,Westernwear-Women
24,allen solly,solid polyester v neck womens shirt - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-7862,1839,20% off,Westernwear-Women
25,zink london,floral rayon v neck womens dress - white,"Size:Large,Medium,Small,X-Large",-7870,1199,50% off,Westernwear-Women
0,life,printed v-neck viscose womens regular top - wine,"Size:Medium,Small,X-Large,X-Small",-7879,599,50% off,Westernwear-Women
1,only,stripes cotton round neck womens sweater - white,"Size:Large,Medium,Small,X-Large,X-Small",-7887,1379,40% off,Westernwear-Women
2,zink london,printed polyester v neck womens shrug - green,"Size:Large,Medium,Small,X-Large,X-Small",-7895,899,40% off,Westernwear-Women
3,rare,floral georgette off shoulder womens flared dress - green,"Size:Large,Medium,Small,X-Large",-7903,854,55% off,Westernwear-Women
4,van heusen,solid polyester regular fit womens pants - black,"Size:26,30,32",-7912,1499,32% off,Westernwear-Women
5,life,solid viscose blend round neck womens t-shirt - yellow,"Size:Large,Medium,Small,X-Large,X-Small",-7920,349,50% off,Westernwear-Women
6,faballey,printed cotton square neck womens top - purple,"Size:Large,Medium,Small,X-Large,X-Small",-7928,1200,20% off,Westernwear-Women
7,infuse,solid cotton blend square neck womens regular fit top - pink,"Size:Large,Medium,Small,X-Large,X-Small",-7936,279,60% off,Westernwear-Women
8,rare,solid boat neck polyester womens fit and flare dress - yellow,"Size:Large,Medium,Small,X-Large",-7945,895,55% off,Westernwear-Women
9,only,aop polyester v neck womens top - white,"Size:34,36,38,40,42",-7953,1379,40% off,Westernwear-Women
10,latin quarte ,solid polyester womens regular dress - wine,"Size:S,M,L,XL",-7961,3399,Nan,Westernwear-Women
11,vero moda,solid polyester normal fit womens casual pants - purple,"Size:Large,Medium,Small,X-Small",-7970,1749,50% off,Westernwear-Women
12,altlife,regular fit thigh length cotton womens active wear shorts - blush,"Size:28,30,32,34,36",-7978,249,50% off,Westernwear-Women
13,juniper,womens off-white rayon slub floral print ethnic jumpsuit - off white,"Size:Large,Medium,Small,X-Large,XX-Large",-7986,1039,60% off,Westernwear-Women
14,zink london,solid cotton collar neck womens co-ordinate set - coral,"Size:Large,Medium,Small,X-Large",-7994,1799,40% off,Westernwear-Women
15,vero moda,textured v neck polyester womens  dresses - yellow,"Size:Large,Medium,Small,X-Large,X-Small",-8003,1799,40% off,Westernwear-Women
16,zink london,printed cotton round neck womens regular fit t-shirt - red,"Size:Large,Medium,Small,X-Small,XX-Large",-8011,399,69% off,Westernwear-Women
17,juniper,embroidered round neck rayon womens tiered dress - baby pink,"Size:4X-Large,5X-Large,X-Large",-8019,989,70% off,Westernwear-Women
18,enamor,cotton blend womens lounge pants - charcoal,"Size:XL,Large,Medium,Small,XX-Large",-8027,664,30% off,Westernwear-Women
19,altlife,solid cotton stretch full length womens jogge  - wine,"Size:28,30,32,34,36",-8036,649,50% off,Westernwear-Women
20,zink london,solid round neck polyester womens regular top - pink,"Size:Large,Medium,X-Large",-8044,839,40% off,Westernwear-Women
21,cover story,solid round neck poly spandex womens dresses - wine,Size:X-Small,-8052,2443,30% off,Westernwear-Women
22,Nan,Nan,Nan,-8060,Nan,Nan,Westernwear-Women
23,and,solid polyester collar neck womens straight top - blue,"Size:8,10,12,14,16,18",-8069,1679,20% off,Westernwear-Women
24,infuse,graphic cotton round neck womens regular fit t-shirt - biscuit,"Size:Large,Medium,Small,X-Large,X-Small",-8077,199,60% off,Westernwear-Women
25,fratini,regular fit regular length nr roma womens treggings - navy,"Size:26,28,30,32,34,36",-8085,499,50% off,Westernwear-Women
0,rare,solid georgette mandarin womens regular top - pink,Size:Small,-8094,539,55% off,Westernwear-Women
1,life,printed viscose v-neck womens regular dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small",-8102,849,50% off,Westernwear-Women
2,life,printed round neck viscose womens regular dress - sage,"Size:Large,Medium,Small,X-Large,X-Small",-8110,749,50% off,Westernwear-Women
3,faballey,printed georgette key hole neck womens regular top - orange,"Size:Large,Medium,Small,X-Large,X-Small",-8118,1280,20% off,Westernwear-Women
4,latin quarte ,printed rayon v neck womens blouse - lilac,"Size:S,M,L,XL,XX-Large",-8127,499,67% off,Westernwear-Women
